Station,JAN_Precip,JAN_Depart,FEB_Precip,FEB_Depart,MAR_Precip,MAR_Depart,APR_Precip,APR_Depart,MAY_Precip,MAY_Depart,JUN_Precip,JUN_Depart,JUL_Precip,JUL_Depart,AUG_Precip,AUG_Depart,SEP_Precip,SEP_Depart,OCT_Precip,OCT_Depart,NOV_Precip,NOV_Depart,DEC_Precip,DEC_Depart
BALTIMORE WASH INTL AP  R,3.52,0.25,1.57,-1.27,5.16,1.24,3.57,0.0,5.33,1.04,3.0,0.0,5.81,1.6,2.78,-1.12,0.13,-3.95,10.32,0.0,2.11,-1.21,3.51,0.26
BELTSVILLE               ,3.53,0.19,1.79,0.0,5.1,0.0,3.64,0.62,5.45,0.0,3.23,0.0,5.42,0.0,2.43,0.0,0.09,0.0,9.17,3.06,2.13,0.0,3.55,0.0
DALECARLIA RESERVOIR     ,3.74,0.53,1.67,-1.09,4.73,0.83,3.9,0.39,5.17,0.86,2.17,-0.38,3.6,-0.51,3.17,-0.73,0.53,-3.47,6.72,5.75,2.86,-0.39,3.6,0.4
GLENN DALE BELL STN      ,3.74,0.44,1.58,-1.34,4.91,0.89,3.73,1.48,4.53,0.09,3.28,-1.23,5.64,1.5,3.06,-0.89,0.44,-3.74,9.23,3.4,2.33,-1.05,3.56,0.17
LAUREL 3 W               ,4.09,0.18,2.12,-0.91,4.37,0.21,4.82,1.43,3.0,-1.09,3.03,-0.91,4.9,0.96,2.14,-1.62,2.79,-1.51,6.77,3.4,2.64,-0.7,3.7,0.01
MD SCI CTR BALTIMORE    R,4.09,0.0,2.12,-0.9,4.37,0.25,4.82,0.0,3.0,-1.15,3.03,-0.88,4.9,0.85,2.14,-1.72,2.79,-1.49,6.77,0.0,2.64,-0.63,3.7,0.07
NATIONAL ARBORETUM DC    ,3.59,0.0,1.61,-0.99,4.59,0.94,3.31,0.07,3.88,0.0,3.15,-2.22,7.25,3.04,2.59,-1.48,1.1,-3.38,8.41,4.11,2.58,-0.62,3.52,0.11
OXON HILL                ,3.72,0.0,1.98,0.0,5.05,0.73,4.03,0.0,2.4,-2.74,2.39,-1.97,4.94,1.12,4.87,0.95,0.29,-4.62,8.0,0.0,3.94,0.07,2.78,0.0
UPPER MARLBORO 3 NNW     ,0.0,0.0,0.0,0.0,4.51,0.0,3.17,0.0,0.0,0.0,2.18,0.0,5.78,1.58,0.84,0.0,0.0,0.0,9.74,0.0,0.0,0.0,1.31,-2.58
--DIVISIONAL DATA------->,4.36,0.0,1.8,0.0,5.27,0.0,3.77,0.0,2.8,0.0,0.0,0.0,6.41,0.0,2.07,0.0,0.23,0.0,10.94,0.0,2.86,0.0,3.57,0.0
NORTHERN EASTERN,4.08,0.0,2.15,0.0,5.03,0.0,4.78,0.0,2.3,0.0,2.92,0.0,7.37,0.0,1.43,0.0,0.36,0.0,8.19,0.0,3.02,0.0,2.88,0.0
SHORE              05,4.0,0.67,2.19,0.0,3.7,0.0,4.0,0.0,2.22,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHESTERTOWN              ,0.0,0.13125,1.31,0.0,4.85,0.0,0.0,0.76,2.79,0.0,2.41,-0.75,8.18,0.0,1.82,0.0,0.04,0.0,7.74,7.47,3.5,0.0,2.31,0.0
--DIVISIONAL DATA------->,4.31,0.13125,2.05,-0.85,4.97,1.2,4.21,0.0,2.36,-1.92,2.87,-0.2357575757575758,12.69,9.12,2.16,-1.55,0.33,-3.81,10.91,0.0,3.84,0.23,3.19,-0.35
NORTHERN CENTRAL   06,4.61,0.13125,1.81,0.0,4.2,0.0,4.23,0.87,2.98,0.21088235294117635,2.85,-0.2357575757575758,5.72,0.0,2.4,-0.48235294117647065,0.38,0.0,10.51,5.7,3.71,0.0,3.43,0.0
ABERDEEN PHILLIPS FLD    ,1.52,0.13125,1.61,-0.97,5.0,1.57,4.09,0.25285714285714284,4.82,0.21088235294117635,2.11,-0.2357575757575758,10.74,7.17,1.08,-0.48235294117647065,0.58,-3.46,8.91,3.2560000000000002,2.85,-0.54,3.09,-0.06
CATOCTIN MOUNTAIN PARK   ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
CONOWINGO DAM            ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
CYLBURN                  ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
DAMASCUS 3 SSW           ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
EMMITSBURG 2 SE          ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
FREDERICK 2 NNE          ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
MILLERS 4 NE             ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
PORT DEPOSIT 2 NE        ,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
POTOMAC FILTER PLANT,3.5905555555555555,0.13125,1.9533333333333327,-0.6391666666666667,4.570833333333334,0.3452777777777778,3.5247222222222216,0.25285714285714284,4.063611111111111,0.21088235294117635,3.301944444444445,-0.2357575757575758,5.733333333333334,1.1947222222222225,2.923055555555556,-0.48235294117647065,0.5794444444444441,-2.2519444444444443,7.960277777777778,3.2560000000000002,2.5258333333333325,-0.24444444444444435,3.1552777777777776,0.028333333333333346
